,OutcomeType,Age,Size,HasName,TimeofDay,WeekDay,IsIntact,Sex,PureMixedHybrid,Group,IsMixColor
3782,Return to Owner,1,1,Yes,midday,Tuesday,No,Female,Mixed,NonSporting,No
24040,Transfer,0,1,Yes,night,Thursday,No,Female,Mixed,Sporting,Yes
8372,Euthanasia,0,1,No,morning,Saturday,No,Male,Mixed,PitBull,Yes
18518,Transfer,1,2,Yes,midday,Wednesday,No,Male,Hybrid,Herding,Yes
14241,Return to Owner,1,1,Yes,lateday,Friday,No,Male,Mixed,Working,Yes
11191,Adoption,0,1,Yes,lateday,Thursday,No,Male,Mixed,Herding,Yes
22008,Adoption,0,1,Yes,lateday,Saturday,No,Male,Mixed,Sporting,Yes
5695,Adoption,0,0,Yes,midday,Friday,No,Male,Mixed,Terrier,Yes
31523,Adoption,1,1,Yes,lateday,Sunday,No,Male,Mixed,Sporting,Yes
7651,Return to Owner,1,1,Yes,night,Thursday,No,Female,Pure,Working,Yes
28828,Adoption,1,0,Yes,morning,Wednesday,No,Male,Mixed,Toy,Yes
16806,Adoption,0,1,Yes,midday,Saturday,No,Male,Mixed,Sporting,No
4820,Adoption,1,0,Yes,lateday,Tuesday,No,Male,Mixed,Terrier,Yes
3162,Adoption,0,1,Yes,morning,Saturday,Yes,Female,Hybrid,Herding,Yes
11937,Return to Owner,1,1,Yes,midday,Thursday,No,Female,Mixed,NonSporting,No
2254,Adoption,0,1,Yes,midday,Thursday,No,Female,Mixed,PitBull,Yes
14398,Return to Owner,0,1,Yes,midday,Thursday,No,Female,Mixed,PitBull,Yes
6838,Return to Owner,1,0,Yes,night,Thursday,No,Female,Mixed,Terrier,No
18784,Adoption,1,2,Yes,lateday,Thursday,No,Male,Hybrid,Herding,Yes
32727,Return to Owner,1,2,Yes,lateday,Thursday,Yes,Female,Mixed,Hound,No
20684,Return to Owner,1,2,Yes,midday,Friday,No,Female,Mixed,Herding,Yes
14209,Adoption,2,0,Yes,lateday,Thursday,No,Male,Mixed,Terrier,No
21089,Return to Owner,0,1,Yes,lateday,Monday,No,Male,Mixed,Sporting,Yes
10608,Return to Owner,1,0,Yes,lateday,Thursday,No,Male,Pure,Toy,Yes
15378,Return to Owner,0,0,Yes,lateday,Saturday,No,Male,Mixed,Toy,No
14554,Adoption,1,0,Yes,midday,Tuesday,No,Male,Mixed,Toy,No
20468,Transfer,1,1,Yes,midday,Friday,No,Male,Mixed,Sporting,No
7257,Adoption,0,1,Yes,midday,Thursday,No,Male,Mixed,Herding,Yes
9980,Return to Owner,0,2,Yes,lateday,Wednesday,No,Male,Hybrid,Herding,No
4066,Euthanasia,0,0,Yes,morning,Friday,Yes,Female,Mixed,Terrier,Yes
12168,Transfer,0,0,No,midday,Thursday,Yes,Female,Mixed,Terrier,Yes
31163,Adoption,0,0,Yes,lateday,Saturday,No,Female,Mixed,Toy,Yes
16580,Return to Owner,1,1,Yes,lateday,Saturday,No,Male,Mixed,Sporting,Yes
28907,Return to Owner,2,0,Yes,lateday,Saturday,No,Male,Mixed,Toy,Yes
23199,Adoption,1,0,Yes,morning,Tuesday,No,Female,Mixed,Toy,No
12702,Transfer,1,0,Yes,midday,Friday,No,Male,Mixed,Hound,No
23221,Adoption,1,0,Yes,lateday,Tuesday,No,Male,Mixed,Toy,Yes
26920,Adoption,1,0,Yes,lateday,Saturday,No,Male,Mixed,Toy,Yes
8938,Euthanasia,1,1,Yes,lateday,Wednesday,No,Male,Mixed,Sporting,Yes
24909,Adoption,2,0,Yes,lateday,Tuesday,No,Male,Mixed,Toy,Yes
16243,Adoption,1,0,Yes,midday,Tuesday,No,Female,Mixed,Toy,Yes
23871,Transfer,0,1,Yes,midday,Saturday,Yes,Female,Mixed,PitBull,No
23629,Adoption,1,1,Yes,lateday,Wednesday,No,Female,Mixed,Sporting,No
2460,Euthanasia,1,1,Yes,night,Wednesday,Yes,Male,Hybrid,PitBull,Yes
20897,Adoption,2,1,Yes,midday,Saturday,No,Female,Mixed,Sporting,No
11561,Adoption,0,0,Yes,lateday,Wednesday,No,Male,Mixed,Hound,No
30419,Return to Owner,2,0,Yes,lateday,Saturday,No,Female,Mixed,Toy,Yes
30895,Transfer,1,1,Yes,morning,Thursday,No,Male,Mixed,Working,Yes
13250,Return to Owner,1,1,Yes,midday,Thursday,Yes,Male,Pure,Working,Yes
21367,Adoption,0,0,Yes,midday,Thursday,No,Female,Mixed,Toy,Yes
4997,Return to Owner,2,0,Yes,lateday,Monday,No,Female,Mixed,Terrier,Yes
15407,Adoption,0,0,Yes,lateday,Sunday,No,Male,Pure,Toy,No
3570,Adoption,0,0,Yes,lateday,Sunday,No,Female,Mixed,Hound,Yes
10295,Adoption,1,1,Yes,lateday,Sunday,No,Female,Mixed,Herding,Yes
16208,Adoption,0,1,Yes,lateday,Sunday,No,Female,Hybrid,Herding,Yes
30842,Adoption,0,1,No,lateday,Monday,No,Female,Mixed,Sporting,Yes
20659,Adoption,0,0,Yes,midday,Thursday,No,Male,Mixed,Toy,Yes
608,Adoption,0,2,Yes,midday,Sunday,No,Female,Mixed,Herding,Yes
8982,Transfer,1,1,Yes,lateday,Thursday,No,Male,Mixed,Herding,Yes
24908,Adoption,1,1,Yes,lateday,Tuesday,No,Female,Mixed,Working,Yes
22148,Adoption,0,0,Yes,morning,Friday,No,Female,Mixed,Toy,No
10268,Transfer,0,1,Yes,lateday,Saturday,Yes,Male,Mixed,Sporting,Yes
2860,Return to Owner,1,1,Yes,lateday,Monday,No,Female,Mixed,Working,Yes
28292,Adoption,0,1,Yes,lateday,Tuesday,No,Female,Mixed,PitBull,Yes
25164,Return to Owner,0,0,Yes,lateday,Wednesday,No,Female,Mixed,Toy,No
2694,Transfer,0,1,No,midday,Thursday,Yes,Female,Mixed,Sporting,No
4469,Return to Owner,1,1,Yes,lateday,Saturday,No,Female,Mixed,PitBull,Yes
14351,Return to Owner,1,1,Yes,midday,Tuesday,No,Female,Mixed,Sporting,Yes
22756,Return to Owner,0,1,Yes,lateday,Friday,No,Female,Mixed,PitBull,Yes
29288,Adoption,0,1,No,lateday,Thursday,No,Female,Mixed,Sporting,Yes
18318,Adoption,0,0,No,morning,Thursday,No,Male,Hybrid,Hound,No
3306,Transfer,1,0,Yes,midday,Thursday,Yes,Male,Mixed,Toy,Yes
5806,Return to Owner,1,1,Yes,midday,Tuesday,No,Male,Mixed,PitBull,Yes
31817,Adoption,2,1,Yes,midday,Saturday,Yes,Male,Mixed,Sporting,Yes
22026,Return to Owner,2,1,Yes,midday,Sunday,No,Male,Hybrid,NonSporting,No
10788,Adoption,1,0,Yes,lateday,Thursday,No,Female,Hybrid,Toy,Yes
3731,Adoption,0,1,Yes,midday,Sunday,No,Female,Mixed,PitBull,Yes
29455,Transfer,1,1,Yes,midday,Thursday,No,Male,Mixed,Sporting,No
14035,Transfer,0,1,No,midday,Saturday,No,Male,Hybrid,Sporting,No
11836,Return to Owner,1,3,Yes,lateday,Saturday,Yes,Male,Mixed,Working,No
12417,Return to Owner,1,1,Yes,midday,Friday,No,Female,Mixed,Herding,Yes
5397,Adoption,1,2,No,lateday,Monday,No,Male,Mixed,Hound,Yes
6557,Adoption,1,1,No,lateday,Monday,No,Female,Mixed,Sporting,Yes
84,Return to Owner,1,0,Yes,midday,Friday,No,Female,Hybrid,Hound,Yes
28369,Adoption,0,1,Yes,midday,Saturday,No,Male,Mixed,Sporting,Yes
22940,Return to Owner,0,1,Yes,lateday,Saturday,No,Female,Mixed,Herding,Yes
1144,Transfer,0,1,No,lateday,Thursday,Yes,Male,Mixed,PitBull,Yes
9754,Return to Owner,2,1,Yes,lateday,Wednesday,No,Male,Pure,Hound,Yes
11401,Return to Owner,1,1,Yes,lateday,Thursday,No,Male,Mixed,Herding,Yes
398,Adoption,0,1,Yes,lateday,Sunday,No,Male,Mixed,PitBull,No
31366,Transfer,0,0,No,midday,Monday,No,Male,Mixed,Hound,No
10128,Transfer,0,1,Yes,lateday,Monday,No,Female,Mixed,NonSporting,Yes
29379,Transfer,1,2,Yes,night,Monday,Yes,Female,Mixed,Herding,Yes
1368,Return to Owner,0,1,Yes,lateday,Friday,No,Male,Mixed,PitBull,No
12863,Transfer,0,0,No,midday,Thursday,Yes,Female,Mixed,Toy,Yes
21465,Transfer,0,2,Yes,lateday,Sunday,No,Female,Mixed,Herding,No
24644,Return to Owner,1,1,Yes,midday,Sunday,No,Male,Mixed,Sporting,No
25422,Adoption,1,1,Yes,midday,Saturday,No,Female,Mixed,Sporting,Yes
27386,Return to Owner,1,1,Yes,midday,Sunday,No,Female,Mixed,Herding,Yes
10614,Return to Owner,1,1,Yes,midday,Friday,No,Male,Mixed,Herding,Yes
25567,Adoption,1,0,No,lateday,Thursday,No,Male,Mixed,Hound,Yes
7691,Return to Owner,1,1,Yes,midday,Friday,No,Male,Mixed,Herding,No
28115,Adoption,0,1,Yes,midday,Thursday,No,Male,Mixed,Sporting,Yes
10708,Return to Owner,0,0,Yes,midday,Tuesday,No,Male,Mixed,Terrier,No
30455,Adoption,0,1,Yes,midday,Monday,No,Female,Mixed,Herding,Yes
6645,Return to Owner,2,1,Yes,midday,Friday,No,Female,Mixed,Sporting,No
31283,Return to Owner,0,0,Yes,midday,Friday,No,Female,Hybrid,Toy,Yes
5895,Transfer,0,2,Yes,midday,Friday,No,Male,Mixed,Herding,Yes
23830,Adoption,0,0,No,lateday,Thursday,No,Female,Mixed,Toy,Yes
3786,Transfer,0,0,Yes,midday,Tuesday,No,Male,Mixed,Toy,No
11024,Adoption,0,1,Yes,midday,Saturday,No,Female,Mixed,Sporting,No
25010,Adoption,0,1,Yes,midday,Saturday,No,Male,Mixed,Herding,Yes
21470,Return to Owner,1,1,Yes,lateday,Sunday,No,Male,Mixed,Sporting,No
29696,Return to Owner,1,0,Yes,midday,Tuesday,No,Male,Mixed,Toy,Yes
4019,Adoption,1,0,No,midday,Wednesday,No,Male,Mixed,Toy,No
29311,Return to Owner,0,1,No,lateday,Friday,Yes,Female,Mixed,Unknown,Yes
25033,Adoption,1,0,Yes,lateday,Saturday,No,Male,Mixed,Hound,Yes
3525,Adoption,0,0,Yes,midday,Saturday,No,Male,Mixed,Toy,Yes
8451,Return to Owner,1,1,Yes,lateday,Monday,No,Female,Mixed,Sporting,No
15460,Transfer,0,0,Yes,midday,Tuesday,Yes,Male,Hybrid,Toy,No
21168,Euthanasia,1,1,Yes,midday,Thursday,No,Male,Hybrid,Herding,No
4545,Euthanasia,2,0,Yes,lateday,Monday,Yes,Female,Mixed,Toy,Yes
6448,Return to Owner,1,0,Yes,lateday,Thursday,No,Female,Mixed,Toy,No
13611,Transfer,2,0,Yes,midday,Thursday,No,Male,Mixed,Toy,No
30984,Return to Owner,0,0,Yes,midday,Sunday,No,Male,Mixed,Toy,Yes
13667,Return to Owner,1,0,Yes,lateday,Saturday,No,Male,Mixed,Hound,Yes
7234,Return to Owner,2,0,Yes,lateday,Tuesday,No,Female,Hybrid,Toy,Yes
22580,Euthanasia,0,1,Yes,midday,Saturday,Yes,Male,Mixed,Herding,Yes
10717,Adoption,1,0,Yes,lateday,Tuesday,No,Male,Mixed,Toy,No
10950,Return to Owner,0,2,Yes,lateday,Tuesday,No,Male,Mixed,Herding,Yes
2588,Adoption,0,0,No,lateday,Sunday,No,Female,Mixed,Terrier,Yes
21451,Return to Owner,1,1,Yes,midday,Sunday,Yes,Female,Mixed,Sporting,No
17809,Adoption,0,1,Yes,lateday,Sunday,No,Male,Mixed,Working,Yes
30663,Return to Owner,1,0,Yes,lateday,Tuesday,No,Male,Hybrid,Toy,No
4861,Adoption,1,1,Yes,lateday,Thursday,No,Male,Mixed,Sporting,No
26833,Adoption,0,1,Yes,lateday,Wednesday,No,Male,Mixed,Sporting,No
19802,Return to Owner,1,1,Yes,lateday,Monday,No,Male,Mixed,Herding,No
23071,Return to Owner,2,0,Yes,midday,Thursday,No,Male,Pure,NonSporting,Yes
9064,Return to Owner,0,2,Yes,lateday,Sunday,Yes,Female,Mixed,Herding,Yes
21577,Transfer,1,0,Yes,lateday,Friday,No,Female,Mixed,Terrier,No
9096,Adoption,0,1,Yes,lateday,Monday,No,Female,Mixed,Sporting,Yes
21107,Transfer,0,1,Yes,midday,Tuesday,Yes,Male,Mixed,Hound,Yes
27348,Adoption,1,1,Yes,lateday,Saturday,No,Female,Mixed,PitBull,Yes
6385,Return to Owner,0,1,Yes,lateday,Tuesday,No,Male,Mixed,Sporting,No
2330,Return to Owner,0,1,Yes,lateday,Saturday,No,Female,Mixed,Working,Yes
4645,Adoption,0,0,Yes,morning,Friday,No,Female,Hybrid,Toy,No
2235,Adoption,0,1,Yes,lateday,Wednesday,No,Male,Mixed,Herding,No
5386,Return to Owner,1,0,Yes,midday,Monday,No,Female,Pure,NonSporting,No
10718,Return to Owner,0,1,Yes,lateday,Tuesday,No,Male,Mixed,PitBull,Yes
29841,Adoption,1,1,Yes,midday,Saturday,No,Female,Mixed,PitBull,Yes
19419,Adoption,0,1,Yes,lateday,Sunday,No,Female,Pure,Herding,No
21640,Transfer,1,1,Yes,midday,Monday,No,Female,Mixed,Herding,No
26923,Return to Owner,0,1,Yes,lateday,Saturday,No,Male,Mixed,Sporting,Yes
16958,Adoption,0,0,Yes,lateday,Thursday,No,Male,Mixed,Terrier,Yes
5254,Transfer,1,0,Yes,midday,Thursday,No,Male,Hybrid,Toy,Yes
16112,Transfer,1,1,Yes,midday,Thursday,No,Male,Pure,Hound,Yes
5726,Return to Owner,1,2,Yes,midday,Saturday,No,Female,Mixed,Herding,Yes
19776,Adoption,0,0,Yes,lateday,Saturday,No,Male,Mixed,Toy,No
25424,Adoption,2,1,Yes,midday,Saturday,No,Male,Mixed,NonSporting,No
18048,Return to Owner,1,1,Yes,midday,Wednesday,No,Female,Mixed,PitBull,Yes
29804,Adoption,2,0,Yes,midday,Friday,No,Female,Mixed,Toy,Yes
16144,Return to Owner,0,0,No,lateday,Friday,No,Male,Mixed,Toy,Yes
234,Adoption,1,0,Yes,lateday,Wednesday,No,Male,Mixed,Toy,Yes
21510,Return to Owner,0,1,Yes,night,Monday,No,Male,Mixed,PitBull,Yes
12629,Adoption,1,1,Yes,lateday,Tuesday,No,Female,Mixed,Hound,Yes
20397,Euthanasia,0,0,Yes,lateday,Tuesday,Yes,Male,Hybrid,Hound,No
3877,Adoption,1,1,Yes,lateday,Friday,No,Female,Mixed,Working,Yes
3424,Adoption,0,1,Yes,midday,Tuesday,No,Female,Hybrid,Herding,Yes
4316,Transfer,0,0,No,midday,Sunday,Yes,Male,Mixed,Terrier,No
13669,Adoption,1,1,Yes,lateday,Saturday,No,Female,Mixed,Terrier,Yes
24307,Return to Owner,1,1,Yes,lateday,Sunday,No,Female,Mixed,Working,Yes
4330,Adoption,1,1,No,lateday,Sunday,No,Female,Mixed,NonSporting,No
32269,Return to Owner,2,1,Yes,night,Tuesday,No,Female,Hybrid,Herding,No
2274,Return to Owner,2,1,Yes,midday,Friday,No,Female,Hybrid,Herding,Yes
16238,Adoption,1,1,Yes,night,Tuesday,No,Female,Mixed,Herding,Yes
1445,Return to Owner,1,1,Yes,lateday,Monday,No,Female,Hybrid,Sporting,No
23796,Adoption,0,1,Yes,morning,Wednesday,No,Male,Mixed,NonSporting,No
20460,Adoption,0,0,Yes,lateday,Thursday,No,Male,Mixed,Toy,Yes
29467,Adoption,0,3,No,night,Thursday,No,Male,Mixed,Working,Yes
24563,Adoption,1,0,Yes,lateday,Thursday,No,Female,Pure,Toy,Yes
2203,Return to Owner,2,0,Yes,midday,Tuesday,No,Male,Mixed,Toy,No
1231,Adoption,1,1,Yes,midday,Sunday,Yes,Female,Mixed,Herding,Yes
2964,Adoption,1,2,Yes,lateday,Friday,No,Female,Mixed,Herding,No
8265,Transfer,1,0,No,lateday,Tuesday,No,Male,Mixed,NonSporting,Yes
25287,Adoption,1,1,Yes,lateday,Sunday,No,Female,Mixed,Herding,Yes
12052,Transfer,1,1,Yes,midday,Sunday,No,Male,Mixed,PitBull,Yes
32685,Return to Owner,0,1,Yes,lateday,Wednesday,No,Female,Pure,Working,Yes
5908,Return to Owner,1,0,Yes,lateday,Friday,No,Male,Mixed,Toy,Yes
451,Transfer,0,1,No,midday,Tuesday,Yes,Male,Mixed,Herding,No
14869,Adoption,1,1,Yes,lateday,Saturday,No,Female,Mixed,PitBull,Yes
29618,Adoption,1,1,Yes,morning,Friday,No,Female,Mixed,Working,Yes
23054,Adoption,0,1,No,midday,Thursday,No,Male,Mixed,Working,Yes
16976,Euthanasia,1,1,Yes,midday,Friday,No,Female,Mixed,PitBull,No
29813,Transfer,0,0,No,lateday,Friday,No,Female,Hybrid,NonSporting,Yes
28998,Adoption,0,0,No,midday,Wednesday,No,Male,Mixed,Hound,Yes
7693,Transfer,1,1,No,midday,Friday,Yes,Male,Mixed,Terrier,No
10888,Return to Owner,2,1,Yes,midday,Monday,No,Female,Mixed,Herding,Yes
17684,Adoption,0,0,No,midday,Thursday,No,Female,Mixed,Toy,Yes
3901,Return to Owner,2,0,Yes,midday,Saturday,No,Female,Pure,Toy,Yes
23580,Adoption,0,1,Yes,midday,Tuesday,No,Male,Mixed,PitBull,No
6553,Return to Owner,1,1,Yes,lateday,Monday,No,Female,Mixed,Herding,Yes
10956,Return to Owner,0,1,Yes,lateday,Wednesday,No,Male,Hybrid,Hound,Yes
23468,Adoption,0,0,Yes,midday,Friday,Yes,Male,Mixed,Toy,No
12540,Adoption,0,1,Yes,lateday,Sunday,No,Female,Mixed,PitBull,Yes
13971,Adoption,0,0,No,lateday,Wednesday,No,Male,Mixed,Hound,Yes
15943,Adoption,1,0,Yes,lateday,Thursday,No,Female,Mixed,Toy,No
16940,Return to Owner,1,0,Yes,lateday,Wednesday,No,Female,Mixed,Toy,No
19067,Adoption,1,1,Yes,midday,Monday,No,Female,Hybrid,PitBull,Yes
3428,Return to Owner,1,2,Yes,midday,Tuesday,No,Male,Mixed,Herding,Yes
21176,Adoption,0,1,Yes,lateday,Thursday,No,Male,Mixed,NonSporting,No
30976,Adoption,0,2,No,lateday,Saturday,No,Female,Hybrid,Herding,Yes
27850,Adoption,0,1,Yes,lateday,Sunday,No,Female,Mixed,Terrier,Yes
28915,Transfer,1,1,Yes,lateday,Saturday,No,Male,Mixed,PitBull,No
29733,Adoption,0,1,Yes,night,Wednesday,No,Male,Hybrid,Sporting,No
8837,Return to Owner,1,1,Yes,lateday,Sunday,No,Female,Mixed,PitBull,Yes
13213,Return to Owner,1,1,Yes,midday,Wednesday,No,Male,Mixed,Sporting,No
15437,Adoption,0,0,No,lateday,Monday,No,Female,Hybrid,Toy,No
25586,Return to Owner,0,2,Yes,lateday,Friday,Yes,Female,Mixed,Working,No
3510,Return to Owner,1,1,Yes,midday,Saturday,No,Male,Mixed,PitBull,Yes
18891,Adoption,0,1,No,lateday,Monday,No,Male,Hybrid,Herding,Yes
16134,Adoption,0,0,Yes,midday,Friday,No,Male,Mixed,Toy,No
4306,Return to Owner,1,0,Yes,lateday,Saturday,No,Male,Mixed,Terrier,No
24863,Return to Owner,1,0,Yes,lateday,Sunday,No,Male,Pure,Toy,No
13912,Return to Owner,1,0,Yes,midday,Monday,No,Male,Mixed,Terrier,Yes
9441,Transfer,0,1,Yes,lateday,Saturday,No,Female,Mixed,Terrier,Yes
4144,Adoption,1,3,Yes,lateday,Sunday,No,Male,Hybrid,Working,Yes
4037,Adoption,0,1,Yes,lateday,Wednesday,No,Female,Mixed,Sporting,No
26806,Transfer,1,0,Yes,lateday,Tuesday,Yes,Male,Mixed,Toy,Yes
25763,Adoption,0,1,Yes,lateday,Thursday,No,Female,Mixed,Sporting,Yes
32183,Adoption,0,1,Yes,night,Saturday,No,Female,Mixed,Terrier,Yes
7217,Transfer,0,1,Yes,midday,Tuesday,Yes,Male,Hybrid,Sporting,No
26659,Return to Owner,0,1,Yes,lateday,Wednesday,No,Male,Mixed,Hound,No
2763,Transfer,1,1,Yes,midday,Saturday,No,Female,Mixed,Unknown,Yes
10963,Adoption,1,1,Yes,lateday,Wednesday,No,Female,Mixed,PitBull,Yes
18328,Return to Owner,1,1,Yes,midday,Thursday,No,Male,Mixed,PitBull,Yes
24681,Transfer,0,1,No,midday,Monday,Yes,Male,Mixed,Sporting,No
13294,Adoption,0,1,Yes,midday,Saturday,No,Male,Mixed,Working,Yes
6820,Euthanasia,1,1,Yes,midday,Wednesday,No,Male,Mixed,Sporting,Yes
1480,Return to Owner,1,0,Yes,midday,Wednesday,Yes,Male,Mixed,Toy,Yes
19412,Adoption,0,1,Yes,midday,Sunday,No,Male,Mixed,PitBull,No
29869,Adoption,0,1,Yes,lateday,Sunday,Yes,Male,Hybrid,Terrier,Yes
21149,Return to Owner,1,0,Yes,lateday,Wednesday,No,Male,Pure,Toy,Yes
7397,Transfer,0,2,Yes,midday,Tuesday,No,Male,Mixed,Herding,No
2911,Transfer,0,1,Yes,lateday,Wednesday,Yes,Female,Mixed,Herding,Yes
17396,Transfer,1,2,Yes,midday,Wednesday,No,Female,Mixed,Herding,Yes
17037,Transfer,0,0,No,midday,Sunday,No,Female,Mixed,Toy,No
1946,Adoption,0,0,Yes,lateday,Saturday,No,Female,Mixed,Toy,No
319,Transfer,0,1,No,midday,Saturday,Yes,Male,Mixed,NonSporting,No
32805,Adoption,1,1,Yes,midday,Sunday,No,Male,Mixed,Working,Yes
5191,Return to Owner,1,0,Yes,lateday,Monday,No,Female,Mixed,Hound,No
17531,Return to Owner,0,1,Yes,lateday,Friday,Yes,Male,Hybrid,Working,Yes
13771,Return to Owner,1,1,Yes,midday,Tuesday,No,Male,Hybrid,Working,Yes
6659,Transfer,0,1,No,lateday,Friday,Yes,Male,Mixed,PitBull,Yes
13685,Adoption,1,0,Yes,midday,Sunday,No,Male,Mixed,Toy,Yes
2451,Adoption,0,1,Yes,midday,Tuesday,No,Male,Hybrid,Sporting,No
19136,Transfer,2,0,Yes,midday,Thursday,No,Female,Mixed,Toy,No
9759,Adoption,1,1,No,lateday,Wednesday,No,Male,Mixed,NonSporting,No
4291,Adoption,0,1,Yes,lateday,Saturday,No,Female,Mixed,Herding,No
27307,Return to Owner,0,0,Yes,lateday,Friday,No,Female,Hybrid,Terrier,No
29485,Return to Owner,0,1,Yes,midday,Saturday,Yes,Female,Mixed,PitBull,Yes
8712,Return to Owner,1,2,Yes,midday,Wednesday,No,Female,Mixed,Herding,Yes
26152,Return to Owner,1,1,Yes,lateday,Friday,No,Female,Pure,PitBull,Yes
20478,Adoption,0,0,Yes,lateday,Friday,No,Female,Mixed,Toy,Yes
9075,Transfer,2,0,Yes,midday,Monday,No,Male,Mixed,Toy,Yes
19964,Return to Owner,1,0,Yes,lateday,Monday,No,Female,Mixed,Terrier,Yes
9312,Adoption,0,0,Yes,lateday,Tuesday,No,Male,Mixed,Hound,Yes
16145,Adoption,0,1,No,lateday,Friday,No,Male,Mixed,Herding,No
20323,Adoption,1,1,Yes,midday,Sunday,No,Male,Mixed,Herding,No
23012,Transfer,1,1,Yes,midday,Tuesday,No,Male,Mixed,Sporting,Yes
29972,Adoption,0,0,No,night,Thursday,No,Male,Mixed,Toy,Yes
24674,Return to Owner,1,1,Yes,lateday,Sunday,No,Female,Mixed,Sporting,No
18213,Return to Owner,0,0,Yes,lateday,Sunday,No,Male,Mixed,Toy,Yes
24487,Adoption,0,0,Yes,lateday,Sunday,No,Male,Hybrid,Hound,Yes
17111,Return to Owner,1,0,Yes,lateday,Tuesday,No,Male,Mixed,Terrier,No
25843,Transfer,1,0,Yes,midday,Sunday,No,Male,Mixed,Toy,Yes
30113,Adoption,1,3,Yes,lateday,Tuesday,No,Male,Mixed,Working,No
20111,Return to Owner,1,1,Yes,midday,Saturday,No,Male,Mixed,Sporting,No
26128,Adoption,2,1,Yes,midday,Thursday,No,Female,Mixed,PitBull,Yes
9254,Adoption,2,2,Yes,lateday,Sunday,No,Male,Pure,Herding,Yes
4248,Return to Owner,2,1,Yes,lateday,Thursday,No,Male,Hybrid,PitBull,No
17271,Adoption,0,1,Yes,night,Sunday,No,Male,Mixed,Sporting,Yes
18938,Return to Owner,1,0,Yes,lateday,Wednesday,No,Male,Hybrid,Toy,No
15780,Adoption,1,1,Yes,midday,Saturday,No,Female,Hybrid,PitBull,Yes
16564,Adoption,1,1,Yes,lateday,Saturday,No,Female,Mixed,PitBull,Yes
28078,Adoption,0,1,Yes,midday,Tuesday,Yes,Female,Mixed,Herding,Yes
32878,Adoption,0,2,Yes,lateday,Tuesday,No,Female,Hybrid,Working,No
13181,Transfer,1,1,Yes,morning,Tuesday,No,Male,Pure,Working,Yes
29482,Return to Owner,0,2,Yes,lateday,Friday,Yes,Male,Mixed,Herding,Yes
8818,Adoption,2,0,Yes,lateday,Saturday,No,Female,Pure,Terrier,No
25590,Adoption,2,1,Yes,lateday,Friday,No,Female,Mixed,Sporting,No
24022,Adoption,0,0,Yes,lateday,Wednesday,No,Female,Mixed,Toy,Yes
12875,Transfer,0,1,No,lateday,Thursday,Yes,Male,Mixed,PitBull,Yes
5077,Adoption,0,0,Yes,night,Friday,No,Female,Mixed,Terrier,Yes
20779,Transfer,1,1,Yes,night,Monday,No,Male,Mixed,Working,No
5121,Transfer,0,1,No,lateday,Saturday,Yes,Male,Mixed,Sporting,No
31444,Return to Owner,0,1,Yes,midday,Thursday,Yes,Female,Hybrid,Sporting,Yes
1425,Transfer,0,0,Yes,midday,Sunday,No,Female,Hybrid,Hound,No
15217,Transfer,1,1,Yes,lateday,Saturday,No,Male,Pure,Sporting,No
20167,Transfer,0,1,Yes,midday,Monday,Yes,Female,Mixed,Working,Yes
31418,Transfer,0,0,Yes,midday,Wednesday,Yes,Male,Mixed,Toy,Yes
14605,Return to Owner,0,2,Yes,night,Thursday,No,Male,Mixed,Herding,Yes
26921,Return to Owner,1,2,Yes,lateday,Saturday,No,Male,Mixed,Herding,Yes
27907,Return to Owner,2,1,Yes,lateday,Tuesday,No,Female,Mixed,Terrier,Yes
23080,Return to Owner,1,1,Yes,lateday,Thursday,No,Female,Mixed,PitBull,Yes
8345,Transfer,0,1,Yes,midday,Friday,No,Male,Mixed,Sporting,No
21357,Adoption,0,1,Yes,lateday,Wednesday,No,Female,Mixed,PitBull,Yes
19767,Return to Owner,0,0,Yes,midday,Saturday,No,Male,Hybrid,Toy,Yes
5965,Transfer,1,0,Yes,night,Monday,Yes,Male,Mixed,Toy,No
13530,Return to Owner,1,1,Yes,lateday,Sunday,No,Female,Mixed,Working,Yes
17240,Return to Owner,2,0,Yes,midday,Saturday,No,Female,Mixed,Toy,Yes
11161,Return to Owner,1,1,Yes,lateday,Wednesday,No,Male,Mixed,PitBull,Yes
31903,Adoption,0,1,Yes,lateday,Tuesday,No,Male,Mixed,Sporting,Yes
10234,Return to Owner,1,1,Yes,night,Saturday,No,Female,Mixed,Working,Yes
13961,Euthanasia,1,1,Yes,morning,Wednesday,No,Female,Mixed,Herding,Yes
12953,Adoption,0,1,Yes,lateday,Saturday,No,Female,Hybrid,Sporting,No
419,Return to Owner,1,1,Yes,midday,Monday,No,Male,Mixed,PitBull,Yes
30562,Adoption,2,0,Yes,midday,Friday,No,Female,Mixed,Toy,No
25516,Adoption,0,1,No,lateday,Tuesday,No,Male,Mixed,NonSporting,No
6313,Transfer,0,1,Yes,midday,Sunday,No,Female,Mixed,Herding,Yes
6854,Adoption,0,1,Yes,lateday,Thursday,No,Female,Mixed,NonSporting,No
33116,Adoption,1,1,Yes,midday,Friday,No,Female,Mixed,Working,No
27507,Adoption,0,1,Yes,lateday,Wednesday,No,Female,Mixed,Herding,Yes
9500,Adoption,0,2,Yes,lateday,Monday,No,Male,Mixed,Herding,Yes
26816,Return to Owner,1,0,Yes,lateday,Tuesday,No,Female,Mixed,Toy,No
